Time (s),Paw (cmH2O),Flow (l/min),Volume (ml),Vt (ml),Ti (s),RR (/min),PEEP (cmH2O)
1586740336.755568,8.7469482421875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740336.805964,8.7744140625,-0.0823974609375,0.0,200.0,1.2,18,5
1586740336.855249,8.7744140625,-0.10986328125,0.0,200.0,1.2,18,5
1586740336.905642,8.7744140625,-0.0274658203125,0.0,200.0,1.2,18,5
1586740336.9554071,8.7744140625,0.0,0.0,200.0,1.2,18,5
1586740337.0056891,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740337.055927,8.7744140625,-0.10986328125,0.0,200.0,1.2,18,5
1586740337.105352,8.7744140625,-0.0823974609375,0.0,200.0,1.2,18,5
1586740337.155689,8.7469482421875,0.0,0.0,200.0,1.2,18,5
1586740337.2060091,8.7744140625,-0.0274658203125,0.0,200.0,1.2,18,5
1586740337.255332,8.7469482421875,0.0,0.0,200.0,1.2,18,5
1586740337.305632,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740337.356072,8.7469482421875,-0.164794921875,0.0,200.0,1.2,18,5
1586740337.405487,11.4642333984375,35.101318359375,5.62744140625,200.0,1.2,18,5
1586740337.4559171,14.0679931640625,52.5054931640625,17.9443359375,200.0,1.2,18,5
1586740337.50468,15.6646728515625,47.442626953125,31.3232421875,200.0,1.2,18,5
1586740337.555968,17.2320556640625,51.9012451171875,45.34912109375,200.0,1.2,18,5
1586740337.604811,18.7445068359375,51.7913818359375,59.0087890625,200.0,1.2,18,5
1586740337.6561332,20.2294921875,53.558349609375,72.61962890625,200.0,1.2,18,5
1586740337.7054012,21.741943359375,49.98779296875,86.6943359375,200.0,1.2,18,5
1586740337.755027,23.1976318359375,48.2757568359375,100.3662109375,200.0,1.2,18,5
1586740337.805428,24.6917724609375,48.687744140625,114.02587890625,200.0,1.2,18,5
1586740337.855832,26.1767578125,50.1251220703125,128.0029296875,200.0,1.2,18,5
1586740337.906097,27.652587890625,49.6856689453125,141.796875,200.0,1.2,18,5
1586740337.955372,29.0423583984375,53.61328125,155.62744140625,200.0,1.2,18,5
1586740338.005376,30.5731201171875,51.23291015625,169.7998046875,200.0,1.2,18,5
1586740338.055521,31.9647216796875,52.752685546875,183.984375,200.0,1.2,18,5
1586740338.10599,29.014892578125,13.76953125,195.91064453125,200.0,1.2,18,5
1586740338.1552489,29.8736572265625,-0.54931640625,195.5078125,200.0,1.2,18,5
1586740338.204601,29.40673828125,-0.54931640625,195.64208984375,200.0,1.2,18,5
1586740338.255886,29.4635009765625,0.0274658203125,195.56884765625,200.0,1.2,18,5
1586740338.305877,29.40673828125,-0.1373291015625,195.54443359375,200.0,1.2,18,5
1586740338.355555,29.3499755859375,0.0274658203125,195.54443359375,200.0,1.2,18,5
1586740338.4062011,29.3499755859375,-0.10986328125,195.52001953125,200.0,1.2,18,5
1586740338.454867,29.267578125,-0.0823974609375,195.52001953125,200.0,1.2,18,5
1586740338.50528,29.267578125,-0.0823974609375,195.49560546875,200.0,1.2,18,5
1586740338.554959,29.2108154296875,0.0274658203125,195.49560546875,200.0,1.2,18,5
1586740338.605313,20.9674072265625,-69.049072265625,187.70751953125,200.0,1.2,18,5
1586740338.655554,17.51220703125,-92.6513671875,159.7900390625,200.0,1.2,18,5
1586740338.705961,15.999755859375,-87.8631591796875,134.27734375,200.0,1.2,18,5
1586740338.755723,15.523681640625,-70.989990234375,111.77978515625,200.0,1.2,18,5
1586740338.8061771,14.8333740234375,-59.9212646484375,93.22509765625,200.0,1.2,18,5
1586740338.854632,14.2364501953125,-50.152587890625,77.52685546875,200.0,1.2,18,5
1586740338.905837,14.5440673828125,-39.9444580078125,63.75732421875,200.0,1.2,18,5
1586740338.956056,14.5440673828125,-30.7342529296875,53.23486328125,200.0,1.2,18,5
1586740339.0050628,14.1796875,-22.0733642578125,44.56787109375,200.0,1.2,18,5
1586740339.055347,12.20947265625,-27.0538330078125,35.8154296875,200.0,1.2,18,5
1586740339.1059961,9.8583984375,-27.9144287109375,27.67333984375,200.0,1.2,18,5
1586740339.155277,7.6739501953125,-35.15625,19.95849609375,200.0,1.2,18,5
1586740339.205577,6.70166015625,-22.8240966796875,12.6220703125,200.0,1.2,18,5
1586740339.255703,8.419189453125,-15.9576416015625,6.60400390625,200.0,1.2,18,5
1586740339.305334,9.35302734375,-14.1357421875,2.0263671875,200.0,1.2,18,5
1586740339.355415,8.690185546875,-2.288818359375,0.0,200.0,1.2,18,5
1586740339.405694,8.5784912109375,-0.823974609375,0.0,200.0,1.2,18,5
1586740339.4559731,8.60595703125,-0.1373291015625,0.0,200.0,1.2,18,5
1586740339.506319,8.63525390625,-0.0274658203125,0.0,200.0,1.2,18,5
1586740339.55559,8.690185546875,0.0,0.0,200.0,1.2,18,5
1586740339.606026,8.690185546875,0.0274658203125,0.0,200.0,1.2,18,5
1586740339.655305,8.719482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740339.705673,8.7469482421875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740339.7561731,8.719482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740339.8053749,8.7469482421875,0.0274658203125,0.0,200.0,1.2,18,5
1586740339.8554308,8.7469482421875,0.0274658203125,0.0,200.0,1.2,18,5
1586740339.9057522,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740339.95597,8.7744140625,0.0274658203125,0.0,200.0,1.2,18,5
1586740340.005425,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740340.055855,8.7744140625,-0.0823974609375,0.0,200.0,1.2,18,5
1586740340.106258,8.8018798828125,-0.10986328125,0.0,200.0,1.2,18,5
1586740340.15554,8.7744140625,-0.0823974609375,0.0,200.0,1.2,18,5
1586740340.2059221,8.7744140625,-0.1373291015625,0.0,200.0,1.2,18,5
1586740340.256341,8.7744140625,-0.0274658203125,0.0,200.0,1.2,18,5
1586740340.305656,8.7744140625,-0.10986328125,0.0,200.0,1.2,18,5
1586740340.355963,8.7744140625,-0.10986328125,0.0,200.0,1.2,18,5
1586740340.406191,8.7469482421875,0.0,0.0,200.0,1.2,18,5
1586740340.456265,8.7744140625,-0.054931640625,0.0,200.0,1.2,18,5
1586740340.505783,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740340.555378,8.7744140625,-0.0274658203125,0.0,200.0,1.2,18,5
1586740340.605862,8.7744140625,-0.054931640625,0.0,200.0,1.2,18,5
1586740340.6554089,8.7469482421875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740340.7060218,10.576171875,3.6712646484375,0.048828125,200.0,1.2,18,5
1586740340.755636,12.9949951171875,41.7755126953125,9.033203125,200.0,1.2,18,5
1586740340.805592,14.68505859375,48.8525390625,21.97265625,200.0,1.2,18,5
1586740340.8561358,16.318359375,50.042724609375,35.8642578125,200.0,1.2,18,5
1586740340.9053462,17.830810546875,48.1658935546875,49.658203125,200.0,1.2,18,5
1586740340.9555688,19.3524169921875,52.7252197265625,63.5498046875,200.0,1.2,18,5
1586740341.0058649,20.7989501953125,49.6307373046875,77.79541015625,200.0,1.2,18,5
1586740341.0553558,22.2930908203125,52.5054931640625,91.29638671875,200.0,1.2,18,5
1586740341.1058052,23.778076171875,49.4659423828125,105.21240234375,200.0,1.2,18,5
1586740341.156167,25.2337646484375,50.57373046875,119.51904296875,200.0,1.2,18,5
1586740341.205548,26.75537109375,52.862548828125,133.41064453125,200.0,1.2,18,5
1586740341.256171,28.1744384765625,50.958251953125,147.3876953125,200.0,1.2,18,5
1586740341.305227,29.677734375,49.603271484375,161.75537109375,200.0,1.2,18,5
1586740341.355525,31.10595703125,49.8504638671875,175.32958984375,200.0,1.2,18,5
1586740341.40532,32.5616455078125,49.603271484375,188.95263671875,200.0,1.2,18,5
1586740341.455589,29.1265869140625,-4.119873046875,195.21484375,200.0,1.2,18,5
1586740341.505286,29.593505859375,1.2725830078125,194.6044921875,200.0,1.2,18,5
1586740341.5555358,29.593505859375,-0.4669189453125,194.580078125,200.0,1.2,18,5
1586740341.605841,29.40673828125,-0.10986328125,194.56787109375,200.0,1.2,18,5
1586740341.6562612,29.40673828125,-0.0274658203125,194.54345703125,200.0,1.2,18,5
1586740341.7056751,29.3499755859375,-0.0274658203125,194.53125,200.0,1.2,18,5
1586740341.756023,29.322509765625,-0.0823974609375,194.51904296875,200.0,1.2,18,5
1586740341.806348,29.23828125,-0.054931640625,194.5068359375,200.0,1.2,18,5
1586740341.855668,29.2108154296875,-0.054931640625,194.49462890625,200.0,1.2,18,5
1586740341.9060428,29.1265869140625,-0.3570556640625,194.47021484375,200.0,1.2,18,5
1586740341.9562728,18.204345703125,-100.9002685546875,177.45361328125,200.0,1.2,18,5
1586740342.005543,16.93359375,-90.3533935546875,149.658203125,200.0,1.2,18,5
1586740342.055845,15.6646728515625,-76.300048828125,124.57275390625,200.0,1.2,18,5
1586740342.10621,15.179443359375,-68.499755859375,103.3935546875,200.0,1.2,18,5
1586740342.155508,14.6282958984375,-57.7056884765625,86.0595703125,200.0,1.2,18,5
1586740342.205813,13.377685546875,-50.9307861328125,70.654296875,200.0,1.2,18,5
1586740342.2561338,12.7423095703125,-47.0306396484375,58.3984375,200.0,1.2,18,5
1586740342.305417,11.781005859375,-40.83251953125,48.66943359375,200.0,1.2,18,5
1586740342.355631,8.8861083984375,-38.6993408203125,39.70947265625,200.0,1.2,18,5
1586740342.405946,7.75634765625,-31.1737060546875,31.06689453125,200.0,1.2,18,5
1586740342.456216,7.3004150390625,-24.3988037109375,23.33984375,200.0,1.2,18,5
1586740342.505551,10.0726318359375,-23.0712890625,16.12548828125,200.0,1.2,18,5
1586740342.5561962,10.5487060546875,-18.255615234375,9.8388671875,200.0,1.2,18,5
1586740342.605451,9.2413330078125,-16.845703125,4.58984375,200.0,1.2,18,5
1586740342.655707,8.045654296875,-10.0982666015625,1.28173828125,200.0,1.2,18,5
1586740342.706075,8.551025390625,-1.57470703125,0.09765625,200.0,1.2,18,5
1586740342.756425,8.8018798828125,-0.7415771484375,0.0,200.0,1.2,18,5
1586740342.805259,8.8311767578125,-0.2197265625,0.0,200.0,1.2,18,5
1586740342.85552,8.8311767578125,0.0,0.0,200.0,1.2,18,5
1586740342.905519,8.8311767578125,-0.0823974609375,0.0,200.0,1.2,18,5
1586740342.95541,8.858642578125,-0.0823974609375,0.0,200.0,1.2,18,5
1586740343.005733,8.8861083984375,-0.054931640625,0.0,200.0,1.2,18,5
1586740343.056243,8.8861083984375,-0.0823974609375,0.0,200.0,1.2,18,5
1586740343.105633,8.858642578125,-0.054931640625,0.0,200.0,1.2,18,5
1586740343.1559832,8.9520263671875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740343.2055402,8.924560546875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740343.255818,8.9520263671875,0.0,0.0,200.0,1.2,18,5
1586740343.306141,8.924560546875,-0.054931640625,0.0,200.0,1.2,18,5
1586740343.355629,8.924560546875,0.0,0.0,200.0,1.2,18,5
1586740343.4061399,8.924560546875,-0.1373291015625,0.0,200.0,1.2,18,5
1586740343.455483,8.9520263671875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740343.504788,8.8861083984375,0.0,0.0,200.0,1.2,18,5
1586740343.556053,8.8861083984375,-0.0823974609375,0.0,200.0,1.2,18,5
1586740343.605365,8.8861083984375,-0.054931640625,0.0,200.0,1.2,18,5
1586740343.655592,8.924560546875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740343.705847,8.924560546875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740343.755741,8.924560546875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740343.8061361,8.8861083984375,-0.1373291015625,0.0,200.0,1.2,18,5
1586740343.856401,8.858642578125,-0.10986328125,0.0,200.0,1.2,18,5
1586740343.905796,8.858642578125,-0.054931640625,0.0,200.0,1.2,18,5
1586740343.956059,8.8861083984375,-0.0274658203125,0.0,200.0,1.2,18,5
1586740344.005425,8.8861083984375,-0.10986328125,0.0,200.0,1.2,18,5
1586740344.055573,11.7242431640625,39.862060546875,1.9287109375,200.0,1.2,18,5
1586740344.105953,13.6578369140625,48.08349609375,13.09814453125,200.0,1.2,18,5
1586740344.156221,15.318603515625,46.783447265625,26.59912109375,200.0,1.2,18,5
1586740344.2055738,16.8218994140625,48.4405517578125,39.53857421875,200.0,1.2,18,5
1586740344.255947,18.3526611328125,51.9287109375,53.02734375,200.0,1.2,18,5
1586740344.306276,19.8944091796875,49.932861328125,67.1142578125,200.0,1.2,18,5
1586740344.3554828,21.3775634765625,50.57373046875,81.23779296875,200.0,1.2,18,5
1586740344.405797,22.7783203125,54.16259765625,95.458984375,200.0,1.2,18,5
1586740344.4560452,24.30908203125,52.7252197265625,109.89990234375,200.0,1.2,18,5
1586740344.505388,25.8123779296875,51.7913818359375,123.73046875,200.0,1.2,18,5
1586740344.555743,27.213134765625,49.9603271484375,137.21923828125,200.0,1.2,18,5
1586740344.606164,28.7255859375,48.797607421875,151.3671875,200.0,1.2,18,5
1586740344.655502,30.1904296875,45.81298828125,164.9658203125,200.0,1.2,18,5
1586740344.705805,31.629638671875,53.72314453125,178.5400390625,200.0,1.2,18,5
1586740344.7561338,30.9375,24.7833251953125,192.431640625,200.0,1.2,18,5
1586740344.805432,29.7894287109375,-5.859375,194.5556640625,200.0,1.2,18,5
1586740344.855839,29.50927734375,0.3570556640625,194.39697265625,200.0,1.2,18,5
1586740344.9060931,29.6209716796875,0.0823974609375,194.29931640625,200.0,1.2,18,5
1586740344.955431,29.5367431640625,-0.1922607421875,194.29931640625,200.0,1.2,18,5
1586740345.005687,29.5367431640625,-0.0823974609375,194.27490234375,200.0,1.2,18,5
1586740345.055962,29.4342041015625,-0.0274658203125,194.2626953125,200.0,1.2,18,5
1586740345.106266,29.40673828125,-0.054931640625,194.25048828125,200.0,1.2,18,5
1586740345.155581,29.40673828125,-0.054931640625,194.22607421875,200.0,1.2,18,5
1586740345.206034,29.3499755859375,-0.054931640625,194.22607421875,200.0,1.2,18,5
1586740345.256403,23.8421630859375,-24.920654296875,193.3349609375,200.0,1.2,18,5
1586740345.305661,16.270751953125,-111.6851806640625,167.95654296875,200.0,1.2,18,5
1586740345.3559098,15.318603515625,-97.6043701171875,140.36865234375,200.0,1.2,18,5
1586740345.406263,14.6282958984375,-81.500244140625,116.97998046875,200.0,1.2,18,5
1586740345.4555578,14.1522216796875,-70.3216552734375,96.81396484375,200.0,1.2,18,5
1586740345.506099,13.516845703125,-58.0718994140625,79.33349609375,200.0,1.2,18,5
1586740345.556355,12.7423095703125,-51.177978515625,65.27099609375,200.0,1.2,18,5
1586740345.605698,11.781005859375,-38.0126953125,53.6865234375,200.0,1.2,18,5
1586740345.656068,11.781005859375,-30.322265625,44.091796875,200.0,1.2,18,5
1586740345.705943,11.2957763671875,-34.1949462890625,36.04736328125,200.0,1.2,18,5
1586740345.756139,11.6400146484375,-27.57568359375,28.06396484375,200.0,1.2,18,5
1586740345.806419,11.6693115234375,-19.66552734375,20.37353515625,200.0,1.2,18,5
1586740345.855624,9.0087890625,-25.4241943359375,13.36669921875,200.0,1.2,18,5
1586740345.905578,7.020263671875,-27.7130126953125,7.177734375,200.0,1.2,18,5
1586740345.955331,8.074951171875,-11.114501953125,2.197265625,200.0,1.2,18,5
1586740346.005636,9.1571044921875,-7.965087890625,0.0,200.0,1.2,18,5
1586740346.055766,9.1864013671875,-2.069091796875,0.0,200.0,1.2,18,5
1586740346.106296,8.690185546875,-0.9613037109375,0.0,200.0,1.2,18,5
1586740346.155591,8.7744140625,-0.10986328125,0.0,200.0,1.2,18,5
1586740346.205873,8.8018798828125,0.0274658203125,0.0,200.0,1.2,18,5
1586740346.2561522,8.8311767578125,0.0274658203125,0.0,200.0,1.2,18,5
1586740346.3055239,8.8311767578125,-0.054931640625,0.0,200.0,1.2,18,5
1586740346.355791,8.8311767578125,-0.10986328125,0.0,200.0,1.2,18,5
1586740346.40608,8.8861083984375,0.0,0.0,200.0,1.2,18,5
1586740346.4564018,8.8861083984375,-0.1373291015625,0.0,200.0,1.2,18,5
1586740346.5056682,8.924560546875,-0.10986328125,0.0,200.0,1.2,18,5
1586740346.5559192,8.924560546875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740346.606261,8.858642578125,0.0,0.0,200.0,1.2,18,5
1586740346.654588,8.8861083984375,-0.0823974609375,0.0,200.0,1.2,18,5
1586740346.705884,8.924560546875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740346.755609,8.924560546875,0.054931640625,0.0,200.0,1.2,18,5
1586740346.805894,8.924560546875,-0.054931640625,0.0,200.0,1.2,18,5
1586740346.856286,8.924560546875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740346.905535,8.924560546875,-0.054931640625,0.0,200.0,1.2,18,5
1586740346.955785,8.924560546875,0.0,0.0,200.0,1.2,18,5
1586740347.0060768,8.8861083984375,-0.1373291015625,0.0,200.0,1.2,18,5
1586740347.056395,8.924560546875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740347.1056929,8.858642578125,-0.0823974609375,0.0,200.0,1.2,18,5
1586740347.1561658,8.858642578125,-0.10986328125,0.0,200.0,1.2,18,5
1586740347.205489,8.858642578125,-0.10986328125,0.0,200.0,1.2,18,5
1586740347.255796,8.858642578125,-0.054931640625,0.0,200.0,1.2,18,5
1586740347.3060648,8.8861083984375,0.0274658203125,0.0,200.0,1.2,18,5
1586740347.3562932,8.858642578125,-0.054931640625,0.0,200.0,1.2,18,5
1586740347.40566,11.3507080078125,32.611083984375,5.2978515625,200.0,1.2,18,5
1586740347.455938,14.1522216796875,45.2545166015625,17.83447265625,200.0,1.2,18,5
1586740347.506081,15.7763671875,44.622802734375,30.72509765625,200.0,1.2,18,5
1586740347.5563788,17.3455810546875,51.617431640625,44.4091796875,200.0,1.2,18,5
1586740347.605713,18.885498046875,48.5504150390625,58.72802734375,200.0,1.2,18,5
1586740347.655869,20.3704833984375,51.3702392578125,72.61962890625,200.0,1.2,18,5
1586740347.706262,21.826171875,50.262451171875,86.42578125,200.0,1.2,18,5
1586740347.75473,23.3843994140625,54.30908203125,100.74462890625,200.0,1.2,18,5
1586740347.806458,24.803466796875,50.1251220703125,114.68505859375,200.0,1.2,18,5
1586740347.855712,26.260986328125,55.2703857421875,128.8818359375,200.0,1.2,18,5
1586740347.90608,27.7642822265625,53.558349609375,143.22509765625,200.0,1.2,18,5
1586740347.9563699,29.183349609375,52.8076171875,156.77490234375,200.0,1.2,18,5
1586740348.005586,30.6573486328125,55.462646484375,170.703125,200.0,1.2,18,5
1586740348.055855,32.105712890625,48.248291015625,185.16845703125,200.0,1.2,18,5
1586740348.105442,29.06982421875,6.0516357421875,195.37353515625,200.0,1.2,18,5
1586740348.155732,29.9853515625,0.4669189453125,194.64111328125,200.0,1.2,18,5
1586740348.206041,29.4342041015625,-0.7415771484375,194.7509765625,200.0,1.2,18,5
1586740348.2561631,29.40673828125,0.1373291015625,194.7021484375,200.0,1.2,18,5
1586740348.306297,29.3792724609375,-0.1373291015625,194.66552734375,200.0,1.2,18,5
1586740348.355256,29.2950439453125,0.0,194.66552734375,200.0,1.2,18,5
1586740348.405631,29.267578125,0.0274658203125,194.64111328125,200.0,1.2,18,5
1586740348.455914,29.2108154296875,-0.10986328125,194.62890625,200.0,1.2,18,5
1586740348.505846,29.2108154296875,0.0,194.61669921875,200.0,1.2,18,5
1586740348.556162,29.183349609375,-0.164794921875,194.6044921875,200.0,1.2,18,5
1586740348.6054232,20.687255859375,-83.9630126953125,187.353515625,200.0,1.2,18,5
1586740348.6556978,17.4298095703125,-95.6634521484375,158.740234375,200.0,1.2,18,5
1586740348.706084,15.9722900390625,-87.725830078125,133.21533203125,200.0,1.2,18,5
1586740348.7558389,15.0018310546875,-76.6571044921875,111.21826171875,200.0,1.2,18,5
1586740348.806452,14.65576171875,-63.4918212890625,91.76025390625,200.0,1.2,18,5
1586740348.855714,13.9654541015625,-53.228759765625,76.0986328125,200.0,1.2,18,5
1586740348.905805,13.377685546875,-46.7559814453125,63.2080078125,200.0,1.2,18,5
1586740348.9560618,14.34814453125,-30.7891845703125,52.2705078125,200.0,1.2,18,5
1586740349.0063539,14.124755859375,-26.4129638671875,43.603515625,200.0,1.2,18,5
1586740349.055674,13.4051513671875,-17.2027587890625,35.25390625,200.0,1.2,18,5
1586740349.106107,10.5487060546875,-28.38134765625,26.59912109375,200.0,1.2,18,5
1586740349.156384,8.1024169921875,-31.0638427734375,19.140625,200.0,1.2,18,5
1586740349.2056699,6.6741943359375,-32.5286865234375,12.255859375,200.0,1.2,18,5
1586740349.255269,8.448486328125,-12.8631591796875,6.54296875,200.0,1.2,18,5
1586740349.305238,9.437255859375,-13.494873046875,1.96533203125,200.0,1.2,18,5
1586740349.354626,9.1021728515625,-2.1240234375,0.0,200.0,1.2,18,5
1586740349.405617,8.448486328125,-2.34375,0.0,200.0,1.2,18,5
1586740349.4558551,8.5784912109375,0.0274658203125,0.0,200.0,1.2,18,5
1586740349.505642,8.63525390625,0.0274658203125,0.0,200.0,1.2,18,5
1586740349.555878,8.6627197265625,0.0,0.0,200.0,1.2,18,5
1586740349.606219,8.690185546875,0.0,0.0,200.0,1.2,18,5
1586740349.655642,8.690185546875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740349.706387,8.690185546875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740349.755713,8.719482421875,-0.054931640625,0.0,200.0,1.2,18,5
1586740349.806043,8.719482421875,-0.1373291015625,0.0,200.0,1.2,18,5
1586740349.855577,8.719482421875,0.0,0.0,200.0,1.2,18,5
1586740349.906065,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740349.95631,8.7744140625,-0.0823974609375,0.0,200.0,1.2,18,5
1586740350.005546,8.7469482421875,-0.054931640625,0.0,200.0,1.2,18,5
1586740350.055768,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740350.106037,8.7469482421875,-0.0274658203125,0.0,200.0,1.2,18,5
1586740350.155561,8.719482421875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740350.2060318,8.7469482421875,-0.1373291015625,0.0,200.0,1.2,18,5
1586740350.256426,8.7469482421875,-0.10986328125,0.0,200.0,1.2,18,5
1586740350.305651,8.7469482421875,0.0,0.0,200.0,1.2,18,5
1586740350.3550808,8.7469482421875,-0.10986328125,0.0,200.0,1.2,18,5
1586740350.406313,8.7469482421875,-0.0823974609375,0.0,200.0,1.2,18,5
1586740350.455561,8.7469482421875,-0.1373291015625,0.0,200.0,1.2,18,5
1586740350.505845,8.7469482421875,-0.054931640625,0.0,200.0,1.2,18,5
1586740350.5561779,8.7469482421875,-0.10986328125,0.0,200.0,1.2,18,5
1586740350.606376,8.7469482421875,-0.1373291015625,0.0,200.0,1.2,18,5
1586740350.6556742,8.719482421875,-0.054931640625,0.0,200.0,1.2,18,5
1586740350.706039,10.1275634765625,2.2064208984375,0.01220703125,200.0,1.2,18,5
1586740350.755871,12.9656982421875,43.927001953125,9.2041015625,200.0,1.2,18,5
1586740350.8060749,14.68505859375,47.3602294921875,22.119140625,200.0,1.2,18,5
1586740350.856382,16.1865234375,46.728515625,35.3759765625,200.0,1.2,18,5
1586740350.905649,17.74658203125,46.9207763671875,49.365234375,200.0,1.2,18,5
1586740350.95595,19.24072265625,49.21875,63.14697265625,200.0,1.2,18,5
1586740351.006228,20.687255859375,47.7996826171875,76.7333984375,200.0,1.2,18,5
1586740351.05657,22.2271728515625,47.2503662109375,90.93017578125,200.0,1.2,18,5
1586740351.1061609,23.66455078125,47.5250244140625,104.74853515625,200.0,1.2,18,5
1586740351.156436,25.140380859375,51.5899658203125,118.6767578125,200.0,1.2,18,5
1586740351.2057269,26.6436767578125,48.028564453125,132.60498046875,200.0,1.2,18,5
1586740351.256362,28.062744140625,49.5758056640625,146.435546875,200.0,1.2,18,5
1586740351.3056588,29.5367431640625,50.9307861328125,160.5712890625,200.0,1.2,18,5
1586740351.355735,31.0491943359375,50.0152587890625,174.609375,200.0,1.2,18,5
1586740351.406476,32.4774169921875,52.7801513671875,188.525390625,200.0,1.2,18,5
1586740351.4554272,29.09912109375,-3.8177490234375,195.15380859375,200.0,1.2,18,5
1586740351.505044,29.50927734375,1.300048828125,194.49462890625,200.0,1.2,18,5
1586740351.556341,29.4635009765625,-0.4669189453125,194.47021484375,200.0,1.2,18,5
1586740351.6057448,29.2950439453125,-0.2471923828125,194.47021484375,200.0,1.2,18,5
1586740351.6560159,29.2950439453125,0.0,194.43359375,200.0,1.2,18,5
1586740351.7062058,29.23828125,-0.164794921875,194.43359375,200.0,1.2,18,5
1586740351.75647,29.2108154296875,-0.0823974609375,194.4091796875,200.0,1.2,18,5
1586740351.805752,29.183349609375,-0.1373291015625,194.39697265625,200.0,1.2,18,5
1586740351.8560362,29.1265869140625,-0.0823974609375,194.384765625,200.0,1.2,18,5
1586740351.90594,29.06982421875,-0.3021240234375,194.3603515625,200.0,1.2,18,5
1586740351.956177,18.0267333984375,-92.1844482421875,177.9052734375,200.0,1.2,18,5
1586740352.00655,16.9061279296875,-86.6180419921875,150.15869140625,200.0,1.2,18,5
1586740352.055861,16.270751953125,-75.0,126.123046875,200.0,1.2,18,5
1586740352.106069,15.318603515625,-66.009521484375,104.931640625,200.0,1.2,18,5
1586740352.156383,14.86083984375,-52.752685546875,87.3779296875,200.0,1.2,18,5
1586740352.204819,14.432373046875,-46.673583984375,72.32666015625,200.0,1.2,18,5
1586740352.2561228,13.377685546875,-41.1895751953125,59.50927734375,200.0,1.2,18,5
1586740352.306426,12.6031494140625,-38.4521484375,49.609375,200.0,1.2,18,5
1586740352.3558521,10.8380126953125,-35.9893798828125,40.8447265625,200.0,1.2,18,5
1586740352.406163,7.78564453125,-38.671875,31.7626953125,200.0,1.2,18,5
1586740352.456393,7.0751953125,-28.2989501953125,23.76708984375,200.0,1.2,18,5
1586740352.505666,7.75634765625,-21.441650390625,16.49169921875,200.0,1.2,18,5
1586740352.5557811,10.3253173828125,-16.7083740234375,10.0341796875,200.0,1.2,18,5
1586740352.6063302,9.521484375,-17.3675537109375,4.736328125,200.0,1.2,18,5
1586740352.655572,8.2232666015625,-9.429931640625,1.123046875,200.0,1.2,18,5
1586740352.7053912,8.3917236328125,-1.4373779296875,0.0,200.0,1.2,18,5
1586740352.756028,8.690185546875,-1.153564453125,0.0,200.0,1.2,18,5
1586740352.806326,8.690185546875,0.10986328125,0.0,200.0,1.2,18,5
1586740352.8555892,8.719482421875,0.054931640625,0.0,200.0,1.2,18,5
1586740352.9054751,8.7469482421875,-0.10986328125,0.0,200.0,1.2,18,5
1586740352.95575,8.7744140625,-0.0274658203125,0.0,200.0,1.2,18,5
1586740353.0053601,8.8018798828125,-0.0274658203125,0.0,200.0,1.2,18,5
1586740353.055616,8.8311767578125,-0.0274658203125,0.0,200.0,1.2,18,5
1586740353.105633,8.8311767578125,-0.054931640625,0.0,200.0,1.2,18,5
1586740353.1560268,8.8018798828125,-0.0823974609375,0.0,200.0,1.2,18,5
1586740353.206305,8.8018798828125,-0.0274658203125,0.0,200.0,1.2,18,5
1586740353.255657,8.8311767578125,-0.10986328125,0.0,200.0,1.2,18,5
1586740353.306056,8.8018798828125,-0.0274658203125,0.0,200.0,1.2,18,5
1586740353.356331,8.8311767578125,-0.0823974609375,0.0,200.0,1.2,18,5
1586740353.405749,8.858642578125,-0.10986328125,0.0,200.0,1.2,18,5
1586740353.456073,8.8311767578125,-0.0274658203125,0.0,200.0,1.2,18,5
1586740353.5057201,8.8311767578125,-0.054931640625,0.0,200.0,1.2,18,5
1586740353.5560699,8.8311767578125,0.054931640625,0.0,200.0,1.2,18,5
